15.6534 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [2560, 1440]. Using actual size
16.9369 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002C6AFE0E710>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002C6B1416A90>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([2560, 1440]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.9369 	EXP 	window1: recordFrameIntervals = False
17.1023 	EXP 	window1: recordFrameIntervals = True
17.2859 	EXP 	window1: recordFrameIntervals = False
17.4597 	EXP 	Created textTopLeft = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='textTopLeft', opacity=1.0, ori=0, pos=array([0.  , 0.65]), rgb=array([1., 1., 1.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
17.5440 	EXP 	Created ex1_stim1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='stimuli/rgb_scene000150_render000002.png', interpolate=True, mask=None, maskParams=None, name='ex1_stim1', opacity=1.0, ori=0.0, pos=array([-0.2 ,  0.05]), size=array([0.22222222, 0.22222222]), texRes=128, units='height', win=Window(...))
17.6232 	EXP 	Created ex1_stim1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='stimuli/rgb_scene000150_render000005.png', interpolate=True, mask=None, maskParams=None, name='ex1_stim1', opacity=1.0, ori=0.0, pos=array([0.2 , 0.05]), size=array([0.22222222, 0.22222222]), texRes=128, units='height', win=Window(...))
17.6967 	EXP 	Created ex2_stim1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='stimuli/rgb_scene000042_render000004.png', interpolate=True, mask=None, maskParams=None, name='ex2_stim1', opacity=1.0, ori=0.0, pos=array([-0.2, -0.3]), size=array([0.22222222, 0.22222222]), texRes=128, units='height', win=Window(...))
17.7686 	EXP 	Created ex2_stim2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='stimuli/rgb_scene000042_render000001.png', interpolate=True, mask=None, maskParams=None, name='ex2_stim2', opacity=1.0, ori=0.0, pos=array([ 0.2, -0.3]), size=array([0.22222222, 0.22222222]), texRes=128, units='height', win=Window(...))
17.7714 	EXP 	Created im_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='im_1', opacity=1.0, ori=0.0, pos=array([-0.4,  0. ]), size=array([0.55555556, 0.55555556]), texRes=128, units='height', win=Window(...))
17.7735 	EXP 	Created im_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='im_2', opacity=1.0, ori=0.0, pos=array([0.4, 0. ]), size=array([0.55555556, 0.55555556]), texRes=128, units='height', win=Window(...))
17.7865 	EXP 	Created trial_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='trial_text', opacity=1.0, ori=0, pos=array([0. , 0.8]), rgb=array([255., 255., 255.]), text='Welches ist am glänzendsten?', units='norm', win=Window(...), wrapWidth=1.5)
17.7869 	EXP 	Created pause_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='pause_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='norm', win=Window(...), wrapWidth=1.5)
17.8416 	EXP 	Created endText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='endText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
17.8545 	EXP 	textTopLeft: autoDraw = True
17.8545 	EXP 	ex1_stim1: autoDraw = True
17.8545 	EXP 	ex1_stim1: autoDraw = True
17.8545 	EXP 	ex2_stim1: autoDraw = True
17.8545 	EXP 	ex2_stim2: autoDraw = True
24.3556 	DATA 	Keypress: space
24.3854 	EXP 	Imported conditions/conditions.xlsx as conditions, 210 conditions, 2 params
24.3865 	EXP 	Created sequence: random, trialTypes=210, nReps=2, seed=None
24.3869 	EXP 	New trial (rep=0, index=0): OrderedDict([('stimOne', 'stimuli/rgb_scene000165_render000003.png'), ('stimTwo', 'stimuli/rgb_scene000165_render000006.png')])
24.5601 	EXP 	textTopLeft: autoDraw = False
24.5601 	EXP 	ex1_stim1: autoDraw = False
24.5601 	EXP 	ex1_stim1: autoDraw = False
24.5601 	EXP 	ex2_stim1: autoDraw = False
24.5601 	EXP 	ex2_stim2: autoDraw = False
24.5601 	EXP 	im_1: image = 'stimuli/rgb_scene000165_render000003.png'
24.5601 	EXP 	im_2: image = 'stimuli/rgb_scene000165_render000006.png'
24.5601 	EXP 	im_1: pos = array([-0.4,  0. ])
24.5601 	EXP 	im_2: pos = array([0.4, 0. ])
24.5601 	EXP 	im_1: autoDraw = True
24.5601 	EXP 	im_2: autoDraw = True
24.5601 	EXP 	trial_text: autoDraw = True
36.4437 	DATA 	Keypress: right
36.4448 	EXP 	New trial (rep=0, index=1): OrderedDict([('stimOne', 'stimuli/rgb_scene000147_render000003.png'), ('stimTwo', 'stimuli/rgb_scene000147_render000005.png')])
36.5868 	EXP 	im_1: autoDraw = False
36.5868 	EXP 	im_2: autoDraw = False
36.5868 	EXP 	trial_text: autoDraw = False
36.5868 	EXP 	im_1: image = 'stimuli/rgb_scene000147_render000003.png'
36.5868 	EXP 	im_2: image = 'stimuli/rgb_scene000147_render000005.png'
36.5868 	EXP 	im_1: pos = array([-0.4,  0. ])
36.5868 	EXP 	im_2: pos = array([0.4, 0. ])
36.5868 	EXP 	im_1: autoDraw = True
36.5868 	EXP 	im_2: autoDraw = True
36.5868 	EXP 	trial_text: autoDraw = True
39.6435 	DATA 	Keypress: right
39.6444 	EXP 	New trial (rep=0, index=2): OrderedDict([('stimOne', 'stimuli/rgb_scene000160_render000004.png'), ('stimTwo', 'stimuli/rgb_scene000160_render000005.png')])
39.7900 	EXP 	im_1: autoDraw = False
39.7900 	EXP 	im_2: autoDraw = False
39.7900 	EXP 	trial_text: autoDraw = False
39.7900 	EXP 	im_1: image = 'stimuli/rgb_scene000160_render000004.png'
39.7900 	EXP 	im_2: image = 'stimuli/rgb_scene000160_render000005.png'
39.7900 	EXP 	im_1: pos = array([-0.4,  0. ])
39.7900 	EXP 	im_2: pos = array([0.4, 0. ])
39.7900 	EXP 	im_1: autoDraw = True
39.7900 	EXP 	im_2: autoDraw = True
39.7900 	EXP 	trial_text: autoDraw = True
42.2759 	DATA 	Keypress: right
42.2767 	EXP 	New trial (rep=0, index=3): OrderedDict([('stimOne', 'stimuli/rgb_scene000165_render000001.png'), ('stimTwo', 'stimuli/rgb_scene000165_render000004.png')])
42.4078 	EXP 	im_1: autoDraw = False
42.4078 	EXP 	im_2: autoDraw = False
42.4078 	EXP 	trial_text: autoDraw = False
42.4078 	EXP 	im_1: image = 'stimuli/rgb_scene000165_render000001.png'
42.4078 	EXP 	im_2: image = 'stimuli/rgb_scene000165_render000004.png'
42.4078 	EXP 	im_1: pos = array([0.4, 0. ])
42.4078 	EXP 	im_2: pos = array([-0.4,  0. ])
42.4078 	EXP 	im_1: autoDraw = True
42.4078 	EXP 	im_2: autoDraw = True
42.4078 	EXP 	trial_text: autoDraw = True
44.4037 	DATA 	Keypress: left
44.4044 	EXP 	New trial (rep=0, index=4): OrderedDict([('stimOne', 'stimuli/rgb_scene000169_render000002.png'), ('stimTwo', 'stimuli/rgb_scene000169_render000005.png')])
44.5262 	EXP 	im_1: autoDraw = False
44.5262 	EXP 	im_2: autoDraw = False
44.5262 	EXP 	trial_text: autoDraw = False
44.5262 	EXP 	im_1: image = 'stimuli/rgb_scene000169_render000002.png'
44.5262 	EXP 	im_2: image = 'stimuli/rgb_scene000169_render000005.png'
44.5262 	EXP 	im_1: pos = array([0.4, 0. ])
44.5262 	EXP 	im_2: pos = array([-0.4,  0. ])
44.5262 	EXP 	im_1: autoDraw = True
44.5262 	EXP 	im_2: autoDraw = True
44.5262 	EXP 	trial_text: autoDraw = True
47.9638 	DATA 	Keypress: left
47.9645 	EXP 	New trial (rep=0, index=5): OrderedDict([('stimOne', 'stimuli/rgb_scene000150_render000002.png'), ('stimTwo', 'stimuli/rgb_scene000150_render000003.png')])
48.0959 	EXP 	im_1: autoDraw = False
48.0959 	EXP 	im_2: autoDraw = False
48.0959 	EXP 	trial_text: autoDraw = False
48.0959 	EXP 	im_1: image = 'stimuli/rgb_scene000150_render000002.png'
48.0959 	EXP 	im_2: image = 'stimuli/rgb_scene000150_render000003.png'
48.0959 	EXP 	im_1: pos = array([0.4, 0. ])
48.0959 	EXP 	im_2: pos = array([-0.4,  0. ])
48.0959 	EXP 	im_1: autoDraw = True
48.0959 	EXP 	im_2: autoDraw = True
48.0959 	EXP 	trial_text: autoDraw = True
49.8916 	DATA 	Keypress: left
49.8924 	EXP 	New trial (rep=0, index=6): OrderedDict([('stimOne', 'stimuli/rgb_scene000042_render000001.png'), ('stimTwo', 'stimuli/rgb_scene000042_render000002.png')])
50.0141 	EXP 	im_1: autoDraw = False
50.0141 	EXP 	im_2: autoDraw = False
50.0141 	EXP 	trial_text: autoDraw = False
50.0141 	EXP 	im_1: image = 'stimuli/rgb_scene000042_render000001.png'
50.0141 	EXP 	im_2: image = 'stimuli/rgb_scene000042_render000002.png'
50.0141 	EXP 	im_1: pos = array([0.4, 0. ])
50.0141 	EXP 	im_2: pos = array([-0.4,  0. ])
50.0141 	EXP 	im_1: autoDraw = True
50.0141 	EXP 	im_2: autoDraw = True
50.0141 	EXP 	trial_text: autoDraw = True
56.5956 	DATA 	Keypress: left
56.5964 	EXP 	New trial (rep=0, index=7): OrderedDict([('stimOne', 'stimuli/rgb_scene000066_render000003.png'), ('stimTwo', 'stimuli/rgb_scene000066_render000004.png')])
56.7364 	EXP 	im_1: autoDraw = False
56.7364 	EXP 	im_2: autoDraw = False
56.7364 	EXP 	trial_text: autoDraw = False
56.7364 	EXP 	im_1: image = 'stimuli/rgb_scene000066_render000003.png'
56.7364 	EXP 	im_2: image = 'stimuli/rgb_scene000066_render000004.png'
56.7364 	EXP 	im_1: pos = array([0.4, 0. ])
56.7364 	EXP 	im_2: pos = array([-0.4,  0. ])
56.7364 	EXP 	im_1: autoDraw = True
56.7364 	EXP 	im_2: autoDraw = True
56.7364 	EXP 	trial_text: autoDraw = True
62.6836 	DATA 	Keypress: left
62.6844 	EXP 	New trial (rep=0, index=8): OrderedDict([('stimOne', 'stimuli/rgb_scene000042_render000002.png'), ('stimTwo', 'stimuli/rgb_scene000042_render000004.png')])
62.8082 	EXP 	im_1: autoDraw = False
62.8082 	EXP 	im_2: autoDraw = False
62.8082 	EXP 	trial_text: autoDraw = False
62.8082 	EXP 	im_1: image = 'stimuli/rgb_scene000042_render000002.png'
62.8082 	EXP 	im_2: image = 'stimuli/rgb_scene000042_render000004.png'
62.8082 	EXP 	im_1: pos = array([0.4, 0. ])
62.8082 	EXP 	im_2: pos = array([-0.4,  0. ])
62.8082 	EXP 	im_1: autoDraw = True
62.8082 	EXP 	im_2: autoDraw = True
62.8082 	EXP 	trial_text: autoDraw = True
68.4918 	DATA 	Keypress: left
68.4925 	EXP 	New trial (rep=0, index=9): OrderedDict([('stimOne', 'stimuli/rgb_scene000147_render000004.png'), ('stimTwo', 'stimuli/rgb_scene000147_render000005.png')])
68.6119 	EXP 	im_1: autoDraw = False
68.6119 	EXP 	im_2: autoDraw = False
68.6119 	EXP 	trial_text: autoDraw = False
68.6119 	EXP 	im_1: image = 'stimuli/rgb_scene000147_render000004.png'
68.6119 	EXP 	im_2: image = 'stimuli/rgb_scene000147_render000005.png'
68.6119 	EXP 	im_1: pos = array([-0.4,  0. ])
68.6119 	EXP 	im_2: pos = array([0.4, 0. ])
68.6119 	EXP 	im_1: autoDraw = True
68.6119 	EXP 	im_2: autoDraw = True
68.6119 	EXP 	trial_text: autoDraw = True
73.9796 	DATA 	Keypress: right
